node_id,officer_count,name,country_codes
11001719,72,EMD ADVISORY SERVICES LIMITED,MLT
11001875,72,WORLD BUSINESS COMMERCIAL CORP,URY
11005946,72,CRÉDIT AGRICOLE LUXEMBOURG CONSEIL,LUX
11006551,72,RELIANCE CAPITAL S.A.,CHE
11006554,72,CHANNEL ISLANDS & INTERNATIONAL LAW TRUST CO. LIMITED,JEY;GBR
11006804,72,INTERINVEST S.A.,LUX
11006980,72,BANQUE DEGROOF LUXEMBOURG SA,LUX
11008032,72,VARDIKOS & VARDIKOS,CYP;GRC
11010296,72,COMPADVISE LIMITED,HKG
290315,71,DBS Private Banking,SGP
294099,71,RSM Nelson Wheeler,HKG
296730,71,UBS AG (Taipei),TWN
11000392,71,"GENPRO CONSULTING, INC.",TWN
11000739,71,VICTORIA SECRETARIES LIMITED,HKG
11005595,71,BANQUE PRIVEE EDMOND DE ROTHSCHILD EUROPE,LUX
11010979,71,SINCERITY SECRETARIAL LIMITED,HKG
11011246,71,FRANK WONG & CO.,HKG
23000254,71,PETER D. MAYNARD & COMPANY,BHS
23000335,71,BARRY A. SAWYER,BHS
23000388,71,EURO CANADIAN TRUST COMPANY,BHS
297664,70,C&A Limited,UKR
11000127,70,NOVA ATLANTIS S.A.,CHE
11001629,70,DALE INTERNATIONAL TRUST COMPANY LIMITED,MUS
11010254,70,ATHENA FINANCIAL SERVICES LIMITED,JEY;GBR
11011002,70,GUYER & REGULES - G&R,URY
11011091,70,YUEXIU PROPERTY COMPANY LIMITED,HKG
11012248,70,QUORUM TRUST GROUP,JEY;GBR
23000452,70,EDWARD B. TURNER,BHS
11000438,69,HOLLINGWORTH CONSULTANTS LTD.,GBR
11002367,69,FREEPORT TRUST COMPANY LIMITED,IMN
11002440,69,MOSSFON CORPORATE SERVICES (BERMUDA) LIMITED,BMU
11002578,69,DR. K. CHRYSOSTOMIDES & CO.,CYP
11009785,69,WAYAHEAD CONSULTANT LIMITED,HKG
11010375,69,JESSE H.Y. KWOK & CO.,HKG
11012618,69,FIDUCIANA VERWALTUNGSANSTALT,LIE
23000178,69,WILLIAMS LAW CHAMBERS,BHS
23000419,69,BERENCIA ISAACS ASSOCIATES,BHS
130000009,69,CORPORATE MANAGERS (B'DOS) LTD.,BRB
11001031,68,"KHEDARUN, MOHAMMED FAWZI",MUS
11003298,68,GC CORP. LTDA,URY
11004457,68,GECKO CORPORATE SERVICES,IMN
11010441,68,"(PMA CLT) HOOGEWERF & CIE, BCSI",LUX
11012621,68,GESTINA MANAGEMENT LTD.,LIE
294706,67,PKWA Law Practice LLC,SGP
294809,67,Integritas Secretarial Limited,HKG
11000312,67,MAITLAND MALTA LIMITED,CHE
11000321,67,TAITNYS MANAGEMENT LIMITED,IMN
11009401,67,CITIZEN'S SECRETARIAL SERVICES & CO.,HKG
11009604,67,C.W. MOK & CO.,HKG
11011308,67,PROSPERA EUROPE LTD,MLT
11011559,67,PEGASUS TRUST,IRL
11012374,67,"GAGLIARDI, ALESSANDRO",MCO
290416,66,Ernst & Young (PRC),TWN
292457,66,JUMBO STAR GROUP LIMITED,HKG
294408,66,"Pang, Hon & Partners",HKG
297161,66,Mr. Wilfred Lam,HKG
298229,66,NOVA Trust Group,NLD
11000954,66,PRIVILEGE MANAGEMENT SERVICES LIMITED,IMN
11001275,66,CASTLE TRUST & MANAGEMENT SERVICES LIMITED,GIB
11001622,66,INDUSTRIE- UND FINANZKONTOR/ ADCO TRUST,LIE
11001821,66,"MIZRACHI, DAVARRO & URRIOLA",PAN
11002604,66,CBR PRIVATINVEST AG,CHE
11004819,66,ALF CONSULTING S.A.,
11004831,66,PRICEWATERHOUSE COOPERS  (JERSEY),JEY;GBR
11006479,66,"NASCENCE BUSINESS CONSULTANTS CO,.LTD",CHN
23000453,66,"GLC Corporate Services Ltd.,",BHS
289514,65,Chan & Chang Business Consulting Co.,CHN
291224,65,ALLSHORES FIDUCIARY SERVICES PTE LTD,SGP
298246,65,Orianda Management FZ  LLC,ARE
11000047,65,PIERRE RICHA & PARTNERS S.A.,CHE
11003504,65,PENTERA TRUST COMPANY LIMITED,JEY;GBR
11006557,65,INTERCORP INTERNATIONAL GROUP,USA
11012055,65,CREDIT AGRICOLE (SUISSE) SA,CHE
11012080,65,"SHORTT, THOMAS - BARON GALMOY",GBR;ESP
11013915,65,INTER-CONTINENTAL MANAGEMENT LIMITED,IMN
289493,64,"Chainye Management Consulting Co., Ltd. - ????????????",TWN
294123,64,Newhaven Group,GBR
294534,64,PCCW Limited,HKG
11000102,64,INTER DEVELOPMENT CONSULTING S.A.,CHE
11001720,64,SINELS ADVOCATES,JEY;GBR
11003223,64,"ANS ABOGACIA, NEGOCIOS Y SERVICIOS, S. A.",CRI
11004815,64,"VELEIRO, MIHALITSIANOS & DE LA ESPRIELLA",PAN
11010353,64,INTERTRUST INTERNATIONAL MANAGEMENT LIMITED,GGY;GBR
11012911,64,OLGA SANTINI,
11014105,64,"BIONDA, LIC. ALAIN",CHE
23000125,64,MID-OCEAN CONSULTING LTD.,BHS
292677,63,King & Company,HKG
297254,63,Wonder Gold Consultants Ltd.,HKG
298179,63,LL. B. Accounting Services Limited,HKG
298264,63,Panama Services,PAN
11000128,63,PARKDALE INVESTMENTS S.A.,CHE
11007207,63,CLEARWATER INVESTMENTS,IMN
11007797,63,FERMAIN LEGAL SERVICES LIMITED,GGY;GBR
11012099,63,"ANDERSEN BUSINESS SERVICES, INC.",RUS
23000202,63,BOWE & MACKAY,BHS
23000205,63,CLP CORPORATE SERVICES LTD,BHS
86014,62,Goh Kiat Joo,SGP;XXX
11002070,62,"FUNG, YU & CO. CPA LIMITED",HKG
11002606,62,HAUSHEER & PARTNER,CHE
11007007,62,FINANCIAL CONSULTANTS (JERSEY) LIMITED,JEY;GBR
11010040,62,Y.T. LO & CO,HKG
11011603,62,"SAVILL-MF, VAL",MCO
11011629,62,VFS INTERNATIONAL LTD,MUS
11012129,62,ALBERTO RAVEN ODIO,CRI
23000175,62,PRICEWATERHOUSECOOPERS (BAHAMAS) FREEPOR,BHS
23000484,62,BEHRING INT'L ASSET MANAGEMENT LIMITED,BHS
23000496,62,GRC CORPORATE SERVICES LTD.,BHS
289282,61,B & W (HK) Secretary Limited,HKG
11000354,61,LAU LEIGH CHOI CONSULTANTS LIMITED,HKG
11004196,61,MR. FRANCESCO BARCA,MCO
11010382,61,KINETIC CORPORATE SERVICES LTD.,HKG
11010903,61,FENCHURCH TRUST LIMITED,JEY;GBR
23000227,61,EVANS & CO.,BHS
23000314,61,ALLIANCE BANK & TRUST,BHS
32000182,61,SCOTIABANK (BAHAMAS) LIMITED,BHS
240090005,61,APEX INTERNATIONAL CONSULTING SA,
119672,60,BOARDROOM CORPORATE SERVICES (HK) LIMITED,HKG
11000076,60,"FAFALEN,  LIC. SERGE",CHE
11001710,60,(PMA CLT) HILAL AL EMARAT GENERAL TRADING,ARE
11003491,60,"SHENZHEN 5CONTINENT CONSULTING CO., LTD.",CHN
11005823,60,LAVY HANCOX MANAGEMENT LIMITED,JEY;GBR
11006790,60,CORPORATE BUSINESS CENT,GBR
11007593,60,CONSULTORIA Y GESTION INTEGRAL,COL
11010251,60,NPC GROUP S.A.,CAN
11010984,60,RUBEN WEISZMAN & ASOCIADOS,URY
11011248,60,MARXER & PARTNER RECHTSANWALTE,LIE
23000111,60,DARTLEY BANK & TRUST,BHS
23000397,60,STEPHEN WILCHCOMBE (FREEPORT),BHS
119183,59,Anthony C C Kam & Co.,HKG
290379,59,"Deutsche Bank AG, Hong Kong",HKG
292663,59,Kim Eng Securities (Hong Kong) Limited,CHN
297681,59,Chalfen Services Limited,GBR
11000036,59,"DUPONT-WILLEMIN, ALBERT-LOUIS",CHE
11000528,59,SELECTIVE MENAGEMENT S.A.,CHE
11000557,59,MARIA NOEL OTERO PERRONI,URY
11001688,59,MASSWIDE CONSULTANCY LIMITED,HKG
11004228,59,SMARTFAITH SERVICES LIMITED,HKG
11004504,59,ESTUDIO DIX-KOHLSDORF,URY
11009350,59,READY SECRETARIES & NOMINEES LTD.,HKG
11010402,59,CHARTER MANAGEMENT LIMITED,GGY;GBR
11012386,59,PROFESSIONAL DIRECTORS LIMITED,GBR
11012606,59,CAPCO TRUST JERSEY LIMITED,JEY;GBR
23000489,59,BAVT CORPORATION LIMITED,BHS
130000033,59,DELANY CORPORATE SERVICES LTD,BRB
295972,58,Bridge Street Services Limited,CYM
297003,58,Florence & James,IDN
11001356,58,SINOMIX  & CO. CPAS,HKG
11006221,58,LM & CO. S.A.,LUX
11008112,58,ORILLAC & CO.,PAN
11010209,58,PACIFIC CONCORD HOLDING LIMITED,HKG
11010529,58,ING TRUST (LUXEMBOURG) S.A.,LUX
23000008,58,Scirocco Corporate Services (Bahamas) Lt,BHS
23000371,58,BANK AMERICA TRUST & BANKING CORP.,BHS
130000038,58,Clarke Gittens & Farmer,BRB
290682,57,Elwin Consultancy Company Limited,HKG
294810,57,ALFASERVE CONSULTANTS LIMITED,CYP
11001312,57,HKRTP LIMITED,HKG
11004629,57,TOPSHANGWU.COM LIMITED,CHN
11009442,57,UBS AG (ZURICH),
11010782,57,AKIN PROFESSIONALS LIMITED,HKG
11012778,57,KERDOS ASSET MANAGEMENT AG (ZUG CLIENT),CHE
23000394,57,CIT (BAHAMAS) LIMITED,BHS
32000207,57,A.D. HANNA,BHS
291209,56,Northstar Pacific Partners Pte Ltd,IDN
294389,56,PA Corporate Advisory Services Limited,HKG
296762,56,United CPA & Co.,HKG
11000134,56,"ETUDE DE MES REYMOND, ULMANN & FISCHELE (THIERRY ULMANN)",CHE
11000807,56,ESTUDIO JURIDICO ORTEGA MOREIRA & ORTEGA TRUJILLO ABOGADOS,ECU
11002349,56,GRUPO LEGAL CONSULTIVO LEGAL-GROUP,VEN
11010374,56,FINSBURY TRUST & CORPORATE SERVICES LIMITED,GIB
11011070,56,KINGSTON MANAGEMENT ISLE OF MAN  LIMITED,IMN
11011966,56,T.Y. YING & CO.,HKG
11012372,56,BAUER & ALBISETTI (GENEVA),CHE
23000216,56,"ADDERLEY, GRIMES & COMPANY",BHS
23000261,56,"GIBSON, SERVILLE & CO. NASSAU",BHS
23000499,56,MICHAEL C. MILLER,BHS
296479,55,T & J International Limited ????????,TWN
11000013,55,MOURANT & CO. SECRETARIES LIMITED,JEY;GBR
11000507,55,LUKE MANAGEMENT SERVICES LIMITED,HKG
11002745,55,TOENDURY + PARTNER AG,LIE
11004154,55,CONCEPT GROUP LIMITED,GGY;GBR
11006215,55,MERALIS CHARTERED ACCS.,GBR
11006923,55,LWM S.A.,LUX
11007933,55,MINERVA MIDDLE EAST JLT,ARE
11009946,55,"OCHOA, MANUEL LIC.",PAN
11012110,55,HANG LUNG GROUP LIMITED,HKG
32000215,55,"NOTTAGE, MILLER & CO.(FREEPORT)",BHS
95167,54,CORPORATE OFFSHORE CONSULTANTS PTE LTD,SGP
292748,54,KPMG - (Taichung) ??????????,TWN
298008,54,Flexi International LLC,CYP
11001217,54,CONTADORES ZOLKWER Y ASOC. AUDITORES Y CONSULTORES,URY
11003604,54,JSMC LLC,TUR
11004676,54,INTERNATIONAL MANAGEMENT CONSULTANTS LIMITED,HKG
11004729,54,ARIZAGA & CO,ECU
11006133,54,EDUARDO ENRIQUE RODRIGUEZ MUÑOZ,COL
11006498,54,MF INTERNATIONAL LEGAL SERVICES LIMITED,HKG
11007113,54,OCS MANAGEMENT SERVICES LTD.,CYP
11008486,54,INT.OFFSHORE SERVICES G,GBR
11010528,54,NEDGROUP TRUST LIMITED OF FAIRBAIRN HOUSE,JEY;GBR
11011245,54,OFFSHORE CORPORATE SERVICES LIMITED (IOM),IMN
11011474,54,IBS/LUXOFT,USA
11011717,54,SG HAMBROS BANK & TRUST (BAHAMAS) LIMITED,BHS
11012754,54,HAPOALIM FIDUCIARY SERVICES,JEY;GBR
23000150,54,FIDENAS INT'L BANK LIMITED,BHS
23000323,54,WELLS-CARMONA GOTTLIEB & CO,BHS
119489,53,Anderson Group Limited,HKG
291487,53,HERITAGE FIDUCIARY SERVICES PTE LTD,SGP
293073,53,"LGT BANK, SINGAPORE",SGP
296519,53,Shelf Portfolio - Portcullis TrustNet Group (Problems),VGB
11000300,53,ESTUDIO CR. ABASOLO,URY
11002462,53,CHATEAU FIDUCIAIRE S.A.,CHE
11003846,53,T.R. SOUTH AND CO.,GBR
11004033,53,UNI-TECH BUSINESS CONSULTANTS CO. LTD,HKG
11004703,53,JESUS BARDERAS,PAN
11007941,53,DATTANI CH.ACCS.,GBR
11008617,53,WATERMAN CORPORATE SERVICES (UK) LIMITED,GBR
11009975,53,CAMBRIDGE TRUST CO. LIMITED,JEY;GBR
11010495,53,ATLANTIC TOWER S.A.,URY
11011417,53,DIACORE GROUP,
11011989,53,VINCENT MAK MANAGEMENT CONSULTANTS LIMITED,HKG
23000333,53,CHANCELLORS CORPORATE SERVICES LTD.,BHS
135069463,53,CONNIE SMITH KATHERYN A.,
119845,52,Bank Julius Baer & Co. Ltd.,SGP
289531,52,Chartac Secretaries Limited,HKG
290577,52,East Trade Limited,HKG
293344,52,Loong & Yeung Solicitors,HKG
294456,52,"Patrick Yam and Company, CPAs",HKG
297701,52,Capital Premier Ltd.,GBR
298280,52,COVENANT MANAGEMENT CONSULTANCY,ARE
11000230,52,"STARTRADE MANAGEMENT, LDA",PRT
11000878,52,CAPITA TRUSTEES LIMITED,JEY;GBR
11002563,52,PARESOCI COMPAÑÍA LIMITADA,ECU
11003137,52,YEUNG AND CO CHARTERED ACCOUNTANTS,HKG
11005687,52,EFG BANK (LUXEMBOURG) S.A.,LUX
11006871,52,ETUDE LORANG & WINGERTER,LUX
11008125,52,RM COMPANY SERVICES LIMITED,GBR
11008354,52,BENJAMIN CUBIDES,COL
11011409,52,EUROFIN SERVICES S.A.,
11011774,52,"LUSSICH TORRENDELL, CR. SANTIAGO",URY
11013579,52,FIDUCIAIRE LEMAN TRUST SARL,CHE
23000231,52,"NOTTAGE, MILLER & CO.(NASSAU)",BHS
58907,51,Pearl Oriental Corporation Limited,HKG
122973,51,Frank Goh,XXX
291441,51,Harris Fraser (HK) Limited,HKG
292959,51,Leader Management Company Limited,HKG
294045,51,M Y Wu & Co ????????,TWN
296732,51,"UBS Financial Consulting AG,Taiwan Branch",TWN
11000092,51,GS MANAGEMENT S.A. (EX: GLANVILLE),CHE
11000266,51,CP-CREDIT PRIVE S.A.,CHE
11000868,51,GREAT HARVEST (HOLDINGS) LIMITED,HKG
11002064,51,"SHENZHEN CITY ZHI JIAN INVESTMENT CONSULTING CO., LTD.",CHN
11002423,51,REDMOUNT TRUST COMPANY LIMITED,GIB
11002662,51,SUAREZ & ASOCIADOS CONSULTORIA EMPRESARIAL,COL
11003396,51,HONG KONG DEHENG PROFESSIONAL SERVICES  CONSULTING  COMPANY LIMITED,HKG;CHN
11003552,51,BANCA PRIVADA DE ANDORRA - BPA SERVEIS,AND
11003813,51,BANQUE DE GESTION E. DE ROTHSCHILD MONACO,MCO
11004136,51,HONGKONG MANAGERS & SECRETARIES LTD.,HKG
11006324,51,"DARLINGTON, HENRY",PAN
11010929,51,INCOSERV LTDA.,CRI
11012449,51,JEFFCOTE DONNISON (OVERSEAS) LIMITED,IMN
11012848,51,BELHOT-GONZALEZ LERENA ASESORES LEGALES Y FINANCIEROS,URY
11013270,51,BUSINESS LINK HOLDINGS LIMITED,HKG
23000017,51,ARGUS ADVISORS (FREEPORT),BHS
23000052,51,VALENTINE S. GRIMES,BHS
23000116,51,FINCARE MANAGEMENT LIMITED,BHS
80015201,51,Appleby Management (Mauritius) Ltd,
27729,50,Fletcher Kennedy Ltd.,GBR
123061,50,L.A. Corporate Services Limited,XXX
294225,50,Norcola Company Limited,HKG
298194,50,Lighthouse Unternehmensberatung GmbH,AUT
11000060,50,MULTIFIDUCIAIRE GENEVE S.A.,CHE
11001053,50,MOUNTFIELD SERVICES LIMITED,GGY;GBR
11002658,50,PASCHE BANK & TRUST LIMITED,BHS
11005589,50,CLOSE TRUSTEES (GUERNSEY) LIMITED,GGY;GBR
11005593,50,MC GAW LAW OFFICE,LUX
11006219,50,MANAGEMENT AND CONTROL INC.,CHE
11007012,50,DUCREST HEGGLI AVOCATS LLC,CHE
11007223,50,SERVICES GÉNERAUX DE GESTION S.A.,LUX
11009267,50,TONIS GROUP LIMITED,HKG
11009632,50,BBO INTERNATIONAL PRIVATE BANK,COL
11011725,50,FERRERE ABOGADOS,URY
11013121,50,FIDUCIA GENERAL SERVICES SARL (FGS),LUX
11014107,50,ROBERT BRINER,CHE
23000358,50,LEX BAHAMAS CORPORATE SERVICES LTD.,BHS
32000206,50,BOWE & MACKAY,BHS
80045804,50,Computershare Hong Kong Investor Services Limited,HKG
230000061,50,SPECTRUM MANAGEMENT & CONSULTING LTD.,KNA
230000091,50,Hamoron Services Limited,KNA
291097,49,Gateway 21 Consultants Pte Ltd,SGP
11000174,49,SOCINVEST FINANCE SA,CHE
11003993,49,"MORDECHAI  KUPERSCHMIDT, ADVOCATE",ISR
11005592,49,FACTS SERVICES S.A.,LUX
11009022,49,FAITH CORPORATE SERVICES LTD.,HKG
11010465,49,(PMA CLT) SOCIETE FIDUCIAIRE DU MONT-BLANC SA,CHE
11010927,49,ISLAND RESOURCES LIMITED,IMN
11011253,49,RIVEIRO Y ASOCIADOS,ARG
11011349,49,DEACONS CORPORATE SERVICES,HKG
23000033,49,BOSTICK LAW PARTNERS,BHS
23000104,49,STERLING SECURITIES INTERNATIONAL,BHS
23000363,49,ELLIOT B. LOCKHART,BHS
87017357,49,ORANGEFIELD (ARUBA) N.V.,
230000045,49,Leroy V Matthew (LICENSE REVOKED),KNA
289507,48,Chang Leung Hui & Li C.P.A. Limited,HKG
290855,48,"Gold-In ConsultingCo., Ltd - Transfer In",TWN
295264,48,Robert Chui & Co,HKG
295747,48,Sincere Secretaries & Nominees Ltd,HKG
295816,48,Societe Generale Bank & Trust - (Singapore Office),SGP
296564,48,"Top Vision International Co., Ltd ??????????",TWN
298308,48,SinoMix Business Solution,HKG
11002134,48,SIT FUNG KWONG & SHUM,HKG
11002252,48,ST PETERS TRUST COMPANY LIMITED,GGY;GBR
11002506,48,ACIA AVIATION LIMITED,IMN
11002759,48,LANDMARK FIDUCIAIRE (SUISSE) SA,CHE
11002796,48,PKF - DUBAI (RATAN S. MAMA & CO).,ARE
11004358,48,ALESSANDRO DESSIMONI,BRA
11004483,48,BARRETO & PARTNERS SÀRL,CHE
11006924,48,LCG INTERNATIONAL AG,LUX
11008567,48,NOAH HOLDINGS HONG KONG LIMTED,HKG
11011034,48,CBH (BAHAMAS) LTD.,BHS
11012056,48,LEUMI PRIVATE BANK SA,CHE
23000477,48,COUTTS TRUSTEES (BAHAMAS) LIMITED,BHS
32000180,48,JAMES M. THOMPSON,BHS
291580,47,Hongkong China Consultancy Limited,HKG
293908,47,Mohanan Aniyath,ARE
295176,47,RGM International Pte Ltd,SGP
11002552,47,LAM  LEMAN ASSET MANAGEMENT S.A.,CHE
11002609,47,OLEXCO S.A.,CHE
11002910,47,"IAN J. FFRENCH, FCA",CHE
11003821,47,G & C BUSINESS CONSULTANT LIMITED,CHN
11004017,47,HORIZON TRUSTEES (SUISSE) SA,CHE
11006284,47,MAITLAND LUXEMBOURG S.A.,LUX
11007155,47,PRITCHARDS SECRETARIAL SERVICES LIMITED,GGY;GBR
11010933,47,BARCLAYS PRIVATE BANK & TRUST LIMITED,JEY;GBR
11011808,47,ROBINSON ENTERPRISES LTD.,HKG
11013261,47,JOSÉ MAURICIO MARÍN ELIZALDE,COL
11013942,47,KATZ & LOPEZ,PAN
23000199,47,BOSTWICK & BOSTWICK,BHS
130000032,47,THE CORPORATE SECRETARY LIMITED,BRB
87691,46,Lanny Angkosubroto,SGP
291661,46,OneWorld Ltd,CYP
293276,46,"Li, Wong & Lam -- (Merged to Master Client Code:LWLWI)",HKG
294037,46,Margaret Yang (40 BVI),TWN
298066,46,GAMOLIN QUINN VYZHLOV LLP,RUS
11001278,46,HAMELS OVERSEAS LIMITED,IMN
11003046,46,GONZALEZ & RODRIGUEZ PL,USA
11004652,46,"GAMOLIN QUINN VYZHLOV, LLP",RUS
11005122,46,"MR. ROBIN, SHEN ZHU SHI",CHN
11005671,46,CYWORLD OFFSHORE BUS.CT,GBR
11007690,46,SANNE GROUP,JEY;GBR
11010976,46,MOSSACK FONSECA GUATEMALA,GTM
11011666,46,PRICEWATERHOUSECOOPERS  INTERNATIONAL BUSINESS SERVICES LTDA,URY
11012860,46,SANDRA CABEZAS Y PIERO RUSCONI,SLV
11013853,46,F. S. LI ASSOCIATES LIMITED,HKG
23000337,46,CAMBRIDGE LAW CHAMBERS,BHS
32000190,46,MAILLIS & MAILLIS,BHS
32000196,46,CHASE MANHATTAN PRIVATE BANK & TRUST COM,BHS
87012577,46,CANNOTTO NV,
130000008,46,Colybrand Company Services Limited,BRB
45166,45,Lenz & Staehelin,CHE
289368,45,Coudert Brothers LLP,SGP
294404,45,Pamela Neo Management Services Pte Ltd,SGP
294417,45,PAN OCEAN TAX & MANAGEMENT SERVICES LIMITED,HKG
296720,45,UBS AG PRIVATE BANKING (Hong Kong),HKG
298089,45,ICS Trust Company Limited,HKG
298315,45,TGL Partners Limited,CHN
11000247,45,MULTI GROUP FINANCE,CHE
11002355,45,HONG KONG PROFESSIONAL SECRETARIAL LTD.,HKG
11002588,45,"BEIJING VOSON INT'L IP ATTORNEY CO., LTD.",CHN
11002933,45,CHAMPION SECRETARIAL SERVICES LIMITED,HKG
11003169,45,INTERFINA ASSET MGT SA,ESP
11004047,45,GSLP INTERNATIONAL LUXEMBOURG  S.A R.L,LUX
11004561,45,GEE KAY SYSTEMS & ACCOUNTING LTD.,HKG
11006149,45,GLOBAL MANAGEMENT & SERVICES S.A.,
11006186,45,CBP QUILVEST S.A.,LUX
11008899,45,"MOLARD FINANCIAL MANAGEMENT SERVICES, S. A.",CHE
11009131,45,HAMELS (MALTA) LIMITED,MLT
